Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
15 years ago everyone was using a blackberry,0,0,0,0,0,0,0,0,0,0,0,1,0
"As someone who used to put in like 50 of these a day. No amount of “no dust technology” actually “eliminates” dust, you need to be very careful and make sure you get the dust off before you put anything adhesive onto the screen",0,0,0,0,0,1,0,0,0,0,0,0,0
She dodged the bullet and the bullet curved and came back to her 😂,0,0,0,0,0,0,0,0,0,0,0,0,1
"""i probably dodged a bullet""

The car: ""what'd you just say?!""",0,0,0,0,0,0,0,0,0,0,0,0,1
NEVER EVER SAY YOU’RE ALONE,0,0,1,0,1,0,0,0,0,0,0,0,0
This is such a complex situation. In reality you want to help somebody who's stranded but then there's also a chance that they might rob you.,0,1,0,0,0,1,0,0,0,0,0,0,0
"""Uh thanks for the ride😊, whats your name""
""Jef , jeffrey dahmer""


Edit:some of y'all can't take a joke",1,0,0,0,0,0,0,0,0,0,1,0,0
"""You're probably a serial killer""
""let me demonstrate""",0,0,1,0,0,0,0,0,1,0,0,0,0
"""You're all alone in the middle of nowhere""
Bro is a serial killer",0,1,0,0,0,0,0,0,0,0,0,0,0
"""got an iphone charger?""
""No ma'am sorry... Byeee
EDIT: thanks guys I have never got this many likes, happy new year to all😎😁
EDIT 2: give comments too",,,,,,,,,,,,,
That bullet came back💀💀,,,,,,,,,,,,,
"for those who don't know 
film name:culpa mia",0,0,0,0,1,0,0,0,0,0,0,0,0
What a gentlemen he is,0,0,0,0,1,0,0,0,0,0,0,0,0
"He isn’t a serial killer he is a man who respects woman none other like other men who treat woman like dogs❤
🫡 respect💯",0,0,1,0,1,0,0,1,0,0,0,0,0
"“Thank you, what’s your name?”
“Ted. Ted Bundy.”",,,,,,,,,,,,,
"""I bet you are a serial killer, I probably dodged a bullet"" said the person wandering by the woods alone at night.",,,,,,,,,,,,,
Walk off while I’m talking I’ll just drive off 😂,,,,,,,,,,,,,
If he replied “nah im a samsung guy” to her asking for an iphone charger she probably woulda walked home alone 😂,,,,,,,,,,,,,
She almost dodged love 💕,0,0,0,0,0,0,0,1,0,0,0,0,0
"This movie was soooooo good. Also he was not a serial killer, he was a part of a gang tho but he didnt harm her",,,,,,,,,,,,,
"""got an iPhone charger?""

DRIVES AWAY 😂",,,,,,,,,,,,,
That bullet turned into a boomerang,,,,,,,,,,,,,
The Bullet Pulled A UNO Reverse.,,,,,,,,,,,,,
Imagine if he was and said he “I am in a good mood I’ll let that girl live”,,,,,,,,,,,,,
"""So, whats your name?""
""Ted, Ted Bundy""",,,,,,,,,,,,,
Bullet got da ricochet skill point +1,,,,,,,,,,,,,
"He helped her because the cameraman was recording, as if something went wrong he can show up to the court",,,,,,,,,,,,,
THE BULLET CAME BACK🤣💀,,,,,,,,,,,,,
What was my biggest fault- watching my fault 😂,,,,,,,,,,,,,
"He’s got a phone charger port, he must be a good guy.",,,,,,,,,,,,,
Max thirsting over Georgia will forever be iconic,,,,,,,,,,,,,
the look on ginny's face 💀,,,,,,,,,,,,,
"Ginny - “ in my next life , I want ugly parents” 😂😂😂",0,1,0,0,0,0,0,0,0,0,0,0,1
Georgia is mommy goals,0,0,0,0,0,1,0,0,0,0,0,0,0
The way max said 😩😩I know,0,0,0,0,1,0,0,0,0,1,0,0,0
georgia is so iconic💗,0,0,0,0,0,0,0,1,0,0,0,0,0
Max is speaking for all of us.,,,,,,,,,,,,,
I love how he just looks at Georgia and she like “ I know”😂,1,0,0,0,1,0,0,0,0,0,0,0,0
This is way to underrated your so talented!,0,1,0,0,1,0,0,0,0,1,0,0,0
Ginnys mom is pretty❤❤❤❤❤,0,0,0,0,0,0,0,1,0,0,0,0,0
I wanna be her when im older 😊,,,,,,,,,,,,,
She is beautiful❤,0,0,0,0,0,0,0,1,0,0,0,0,0
"""I know"" lol💀💀",,,,,,,,,,,,,
Max is a whole mood in the Halloween episode with the blood and when Georgia's fire gets lit on fire its just wow,,,,,,,,,,,,,
Ginny face had me dead like girl I would be proud of my mother being a bad bitch 😭,,,,,,,,,,,,,
Ginnys about to have a new step dad-,0,1,0,0,0,0,0,0,0,0,0,0,0
"The ""I know"" just makes it better",1,0,0,0,1,0,0,0,0,0,0,0,0
She slays❤❤🎉😂,0,0,0,0,0,0,0,1,0,0,0,0,0
Ginny be like in her head:u better not be flirting with her or u will SEE💀,,,,,,,,,,,,,
Ya Georgias the best Mother 👏🏻❤,0,0,0,0,0,0,0,1,0,0,0,0,0
"This is the PURE DEFINITION of ""only in Hollywood"" for me- 😐",,,,,,,,,,,,,
Max be crushing💀,,,,,,,,,,,,,
"""I know 😩"" 😂😂",,,,,,,,,,,,,
“I know” literally so relatable,,,,,,,,,,,,,
Don’t smoke. Just get addicted to my content instead👌,0,0,0,0,0,0,0,0,0,0,0,0,1
Non smokers always got the craziest lighters,0,0,0,0,0,1,0,0,0,0,0,0,1
Bro got the Mandalorian LIGHTER 💀,,,,,,,,,,,,,
Just because it doesn’t have tobacco or anything doesn’t mean it’s not bad for your lungs,0,0,1,0,0,1,0,0,0,0,0,0,0
Nah bro just pulled out a lightsaber,,,,,,,,,,,,,
That lighter is like when you’re a low lvl player and ur friend that’s high level gives you his left over loot,,,,,,,,,,,,,
"""What yu smokin""
Me:
          ""Chocolate""",,,,,,,,,,,,,
"""Ive never smoked.""
proceeds to pull out the 50,000 smokes achivement lighter",0,0,0,0,0,0,0,0,0,0,0,0,0
The next video: My second first fake ciggarete ever,0,0,0,0,0,0,0,0,0,0,0,0,1
"""I never smoked before"" 
pull the sickest lighter",,,,,,,,,,,,,
"You are a true talent, don't ever stop creating.",,,,,,,,,,,,,
"I don't smoke
... Takes out a literal lightsaber lighter",,,,,,,,,,,,,
"Dad: ""What are you smoking with?""
Me: chocolate",,,,,,,,,,,,,
"Status: ""23 years later and I'm still addicted, I wish I wasn't so curious""",,,,,,,,,,,,,
Look at bro pretending he’s never smoked before 😂,,,,,,,,,,,,,
"There's one thing that people never get about these. They still harm your lungs. You just won't get addicted, so you won't want to keep damaging your lungs after the shoot.",0,0,0,0,0,1,0,0,0,0,0,0,0
Your storytelling abilities are unmatched.,0,1,0,0,0,0,0,0,0,0,0,0,0
i felt that smoke at the beginning💀,,,,,,,,,,,,,
"""need a lighter?""
""nah bruh i got a lightsaber""",,,,,,,,,,,,,
Bro casually just has a lightsaber,,,,,,,,,,,,,
"""Smoke all day without harming your lungs"". I can't believe what I heard.",0,0,1,0,0,0,0,0,0,1,0,0,0
Bro pulled out a damn light saber,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Casualy paying atention on the fake cigarette""

""fire lightsaber""",0,1,1,0,0,0,0,0,0,0,0,0,0
Damn Pewdiepie has really changed since moving to Japan,,,,,,,,,,,,,
"This guy out here having the power of ikea in his blood, he's unstoppable-",,,,,,,,,,,,,
"I was living in Japan. Basically he said the main reason why these houses have 0 value -- you have to spend a lot of both money and time to renovate them. Even then, they're old as hell so there's a chance that the house you buy will be beyond saving due to structural problems -- basically they can fall on your head randomly, or during a natural disaster like an earthquake which, as you know, are pretty common, and old houses don't meet the safety requirements. Basically, we prefer a house that's definitely NOT going to fall on our face if shit happens right out of the box.",,,,,,,,,,,,,
"As a Japanese person, I would like to add some information to this video: Living in Japan requires consideration for earthquakes. Buildings built before 1981 do not meet seismic standards. If you want to live in a house built before that time, you will need seismic reinforcement.
I'm sure many of you already know this, but just in case. Although this video does not mention earthquakes, his channel also has videos about earthquake reinforcement, so check it out!",0,0,0,0,0,1,0,0,0,0,1,0,0
"Ladies and gentlemen we have a backup plan, maybe I will be a home owner after all 🙌",1,0,0,0,0,0,0,0,0,0,0,0,1
You know you’be been on YouTube for too long when you’ve seen the guy who did a tour of this man’s renovated house,,,,,,,,,,,,,
Bro the bathroom is better than our house 💀,,,,,,,,,,,,,
His IKEA genetic is too strong,,,,,,,,,,,,,
"Ghost chilling in corners.

Edit: Thanks for the 80 likes 👏",,,,,,,,,,,,,
"your japanese friends doubted you, but little did they know, you were SWEDISH, the power of ikea runs through your blood and gives you the skills necessary to be a god of housing",,,,,,,,,,,,,
I would die to live (haha) in Japan. The nature and landscape is absolutely top tier.,,,,,,,,,,,,,
That house is in amazing shape for being abandoned 10 years. While apartment shopping in Tokyo I saw lots of places in much worse shape that were never abandoned. The fight against mold and rot here is never ending,,,,,,,,,,,,,
"""I don't pay rent"" is nowdays equivalent of ""I'm a free man""",,,,,,,,,,,,,
I would love to see it in person being that old of a home. Its beautiful!   ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
It has extreme value to me it’s so pretty omg,,,,,,,,,,,,,
"Back in 1936, the original inhabitants probably never even thought that their house would ever even be settled by a foreigner, let alone making it livable and continuing its legacy as a home sweet home. You doing good work, my man.",0,0,0,0,1,0,0,0,0,0,0,1,0
You are fearless and adorably too intelligent for your age! It is so nice to see a young man with serious work ethic!,1,0,0,0,1,0,0,0,0,1,0,0,0
hat is a guy who can for sure say it's his house and he used his hands to rebuild and preserve its legacy,0,0,0,0,1,1,0,0,0,0,0,0,0
That is a guy who can for sure say it's his house and he used his hands to rebuild and preserve its legacy,,,,,,,,,,,,,
So the lease ends in 2034?,,,,,,,,,,,,,
"1$: nah
1$ worth of hard labor : Now we talking",,,,,,,,,,,,,
BRO GOT THE COLLAB HE WANTED,,,,,,,,,,,,,
Mr Beast understood the assignment of standing there and having no face expression😂,,,,,,,,,,,,,
They weren't even mad about the troll they were just happy to meet yall,,,,,,,,,,,,,
The Walmart employee watching this unfold,,,,,,,,,,,,,
bro expected more from mr beast 😭😭,0,1,0,0,0,0,0,0,0,0,0,0,0
"I’m so happy that Jimmy decided to actually collaborate, and he didn’t just do one video and leave either 😂 He’s a real one",1,0,0,0,1,0,0,0,0,0,0,0,0
"If you been watching his journey from early on, it feels like you were there to help him complete his quest.",0,1,0,0,1,1,0,0,0,0,0,0,0
Boys didn't get upset after all that struggling 😂 good for them 🎉,1,0,0,0,1,0,0,0,0,0,0,0,1
"imagine running into mrbeast, thinking your about to get life changing money, and then you get a dollar LMAO",1,0,0,0,0,0,0,0,0,0,1,0,0
"Bro worked and got the collab he wanted for so long, congrats, appreciate the work u put in",1,0,0,0,1,0,0,0,0,0,0,0,0
Dude literally manifested this moment and we've all watched it happen. Anything is possible,,,,,,,,,,,,,
Bro finally got a collab he's been asking for his whole life,,,,,,,,,,,,,
Bro imagine those kids finally meet MrBeast and think they’re getting $10k 💀,,,,,,,,,,,,,
Mrbeast has already perfected the art of npc,,,,,,,,,,,,,
"MrBeast out here giving a buck to a kid, truly a hero, we all need to learn from him, he's the most generous person I've seen, you can't change my mind",,,,,,,,,,,,,
Animals are part of the full circle of life.  Bless all animal lovers.,,,,,,,,,,,,,
I remember Elks from when we lived in NH. They are remarkably intelligent and family oriented. Bless them all.,,,,,,,,,,,,,
"God bless you for helping those beautiful animals! We just never know what animals truly expect from us! 
Amazing story ❤",,,,,,,,,,,,,
Thank you and God bless you always for helping these helpless animals!,1,0,0,0,1,0,1,0,0,0,0,0,0
God bless these very caring ppl for helping animals❤,0,0,0,0,1,0,1,0,0,0,0,0,0
God bless the man who helped these animals in need.,,,,,,,,,,,,,
It’s also beautiful that the Elk found a real human to talk to and to help him with the rescue. Humanity at its best.,0,0,0,0,1,0,1,0,0,0,0,0,0
"God bless ppl who have a heart and actually care!!
THANK YOU AND GOD BLESS YOU AND ALL THE PPL WHO TAKE THE TIME TO SEE IF THAT ANIMALS NEED HELP",0,0,0,0,1,0,1,0,0,0,0,0,0
How smart that one human was to be kind enough to take time out to go help.,0,0,0,0,1,0,1,0,0,1,0,0,0
not me watching this while waiting for my order to arrive 💀,0,0,0,0,0,0,0,0,0,0,0,0,1
"""A horrible choice for YOUR SKIN TYPE "" is the correct affirmation.",0,0,0,0,0,0,0,0,0,0,0,0,1
I always wondered. Everyone always got such great results and it irritated the hell out of my skin.,0,1,0,0,0,0,0,0,0,1,0,0,0
Y’all better not try to cancel the ordinary brand now 😭,0,1,0,0,0,0,0,0,0,0,0,0,0
"My skin looks like a instagram filter since i use this. However, if it doesn't work for you, just stop using it.",1,0,0,0,0,0,0,0,0,0,0,0,0
"I think it depends on the skin and how frequently.

Edit: Oh my, thank you for the likes guys. 💕",0,0,0,0,0,1,0,0,0,0,0,0,0
I have been using it for months and my skin has never looked better. But thank you for the advice😅,1,0,0,0,0,0,0,0,0,0,0,0,1
I swear some of these dermatologists are just trying to scare us into paying $$$$ ridiculous amounts of money by making an appointment to see them instead of affordable accessible skincare products,0,0,0,0,0,1,0,0,0,0,0,0,0
"My son’s face clears up using this. Mine becomes brighter. Up to individuals. Just like retinol, need to find the right dose and even so, all depends on individual’s sensitivity.",0,0,0,0,1,1,1,0,0,0,0,0,0
 use 10% Niacinamide for years (Tiam 10% Niacinamide +Arbutin) and I love how my skin looks after using it. One of the best serums I used.,0,0,0,0,1,1,0,0,0,0,0,0,0
"Thanks for explaning! I finally understand why this product didn't work out for me.
I have tried it once and my whole face became red. It also felt irritated for a few more days and it took time to have my skin barrier repaired. I have  sensitive prone to acne skintype.",1,0,0,0,1,0,0,0,0,0,0,0,0
"I'm sorry. I disagree with this because I'm a black woman and 2 to 5% does nothing for my skin tone. The same for vitamin C. I think people forget that some of this ""research"" is only done on light skin hence the it'll make your skin ""red"". The darker you are, your skin is not going to turn red and in some cases like me you have to go up in strength. If a product doesn't say how much niacimide and vitamin c is in it, I won't buy it. I only see results if it's in the double digits. AND, research also shows the dark skin can take higher strength products with no issue and DOES in some cases require a high strength to see results.",0,1,0,0,0,1,0,0,0,0,0,0,0
"f you get acne. Im fortunate enough not to. But irritation.. yea i can definitely see that. I like being able to add things like this to other serums for the added benefit, and when you add to something else it drops the percentage to a happy range 😊",,,,,,,,,,,,,
Just love Niacinamide....the glow that it brings on face is amazing.,,,,,,,,,,,,,
"I've never had a single problem with this serum so i wouldn't hesitate to repurchase. But I say this as someone who has worked my up in concentrations, I definitely agree that beginners who have never used any actives SHOULD NOT being using such strong concentrations and it should have been clearer that was the issue.",,,,,,,,,,,,,
Oh. I have been using this for a year now and it healed my irritated skin and helped me achieve the glassy look.,,,,,,,,,,,,,
I totally agree with this. I faced massive acne post using 10% .,,,,,,,,,,,,,
This is what educated actor looks like...❤❤❤❤,0,0,0,0,0,0,0,1,0,0,0,0,0
Every profession has its own pros and cons..,,,,,,,,,,,,,
This man has such a clarity of things… hats off,,,,,,,,,,,,,
The last sentence won my heart! ❤️,1,0,0,0,1,0,0,1,0,1,0,0,0
He should be in ms dhoni movie,0,0,0,0,1,1,0,0,0,0,0,0,0
He didn't waste his breath to even speak to her. He just got out quick.😂😂😂😂😂,0,0,0,0,0,0,0,0,0,0,0,0,1
I love the way she Said some guy came in farted and poof left. 😂😂😂😂,1,0,0,0,1,0,0,0,0,0,0,0,1
This couple are hilarious 😅,0,0,0,0,0,0,0,0,0,1,0,0,1
Silent but violent farts are the worst 😂,0,0,0,0,0,0,0,0,0,0,0,0,1
The hand stopping the elevator 😂,0,0,0,0,0,0,0,0,0,0,0,0,1
"The sad ""why are you moving away"" 😂😂😂😂",,,,,,,,,,,,,
You guys are made for each other. God bless you and your family,,,,,,,,,,,,,
"""You forgot?"" - A husband's most feared phrase, ever.",,,,,,,,,,,,,
"That’s why I always ALWAYS have an emergency suit pressed and ready to go and a 3 speeches on my Google drive that recycle: one for congratulating, one for mourning and one for thanking.",,,,,,,,,,,,,
"She is a really good actress. Her facial expressions, the eye squinting and the relief smile when she realizes hei”joking “",,,,,,,,,,,,,
"“Can’t wait to hear your speech tonight”

It’s a skit…but my heart dropped 😂",,,,,,,,,,,,,
"There should be a sequel of how the speech went. This is gold!  (Edit) If you ever have a comment that gets a lot of likes, THANKING PEOPLE FOR LIKES IS SUPER CRINGE!",,,,,,,,,,,,,
SHE IS THE DEFINITION OF QUALITY OVER QUANTITY FOR SURE!!! 💅🏻💋,,,,,,,,,,,,,
"The little details like the angels' wings turned and twitched like that, also those expressions gave me extra years in my life, so beautiful 💙💙💙✨",,,,,,,,,,,,,
fun fact: you have watched this more than once,0,0,0,0,0,0,0,0,0,0,1,0,0
She always manages to give me chills 😭😭😭,1,0,0,0,1,0,1,0,0,0,0,0,0
"i love how her devil wings shook with thw beat,beautiful 🗿🗿",1,0,0,0,1,0,1,0,0,0,0,0,0
"Her eyes speak more then the dialogues ❤❤❤❤
Edit : within 19 hours 13k likes .... i m famous ❤❤",1,0,0,0,1,0,1,1,0,0,0,0,0
When angel doesn't give u the thing u wished 'cz it's not good for you but devil gives you what u wished and that's the point angel falls and ur downfall begins....🥀,0,0,0,0,0,1,0,0,0,0,0,0,0
"Universal truth! If someone is worthy of their ""highest moment"", can stay strong and never fall.",0,0,0,0,0,1,0,0,0,1,0,0,0
"So the summary is ""Be careful of what you wish for""😮",0,0,0,0,0,1,0,0,0,0,0,0,0
"this girl is underrated💀
 let's support her
edit: damn I'm popular",0,1,0,0,1,0,0,0,0,0,0,0,0
"She every She knows EXACTLY what she’s doing
This girls needs an oscar ❤❤",0,0,0,0,0,1,0,0,0,0,0,0,0
girl got some good moves  Editing:100000 Story laid on best you could ever hear,,,,,,,,,,,,,
How can this queen keep on posting amazing videos and transitions?! 🤩✨,,,,,,,,,,,,,
I love your makeup! It’s gorgeous :o,,,,,,,,,,,,,
The acting on top of the looks 🔥🔥🔥🔥🔥,,,,,,,,,,,,,
This is absolutely what I fear for actually.. she's stunning and I think this is my favorite pov of her! The makeup is gorgeous as well!,,,,,,,,,,,,,
"i love how her devil wings shook with thw beat,beautiful 🗿🗿",,,,,,,,,,,,,
Ok but can we just talk abt how pretty she is😭,1,0,0,0,1,0,0,0,0,1,1,0,0
"This is such a beautiful representation of when you ask God for something. Sometimes God doesn't want to give it to you, not because he can't but because either it's too early or he knows you'll abuse. But you still get that prayer answered thinking it's God but it's the Devil answering it so you can meet your downfall. It's a curse in disguise as a miracle. 
I love this",0,0,0,0,1,1,0,0,0,0,0,0,0
Your makeup is so perfect,1,0,0,0,1,0,0,0,0,0,0,0,0
She Force Me To Accept That Evils CAN BE BEAUTIFUL😩🖤,0,1,1,1,0,0,0,1,0,0,0,0,0
She is so precious protect this women at all cost,0,0,0,0,1,0,1,0,0,0,0,0,0
"She's MIGHT just be the most 
humble and heartwarming person to exist❤️❤",,,,,,,,,,,,,
The girl's eyes shine from the pure goodness inside her soul.She is an angel with a big and beautiful soul.,,,,,,,,,,,,,
Beautiful on the outside more importantly great on the inside. She was raised with great moral values. GOD bless her and her family.,,,,,,,,,,,,,
Is there anything more beautiful than the young lady? Given her food away to this young man that's hungry. God bless her for the biggest heart that she got. She was raised from good parents.❤❤❤,,,,,,,,,,,,,
"Such a beautiful girl, must be an angel! God bless her!",,,,,,,,,,,,,
That’s a woman with a good heart and beautiful to boot.,,,,,,,,,,,,,
A girl with good heart and beautiful smile will capture his attention.❤,0,0,0,0,0,0,0,1,0,0,0,0,0
"The woman is beautiful with a heart.❤️
Spread Love and kindness to everyone❤",0,0,0,0,0,0,0,1,0,0,0,0,0
"She got a golden heart 💛, God bless her ❤",0,0,0,0,0,0,0,1,0,0,0,0,0
That girl's glance and smile changed my world... it's really sweet... 🥰🥰🥰,,,,,,,,,,,,,
She is both very beautiful and a person with a very strong character. Angelic. ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
I love how she's making fun of the fact that she only has 9 dollars 🤣,,,,,,,,,,,,,
Man this a real lady. If you cant ask her for help she isnt your partner.,,,,,,,,,,,,,
I wanna have a friend like her literally laughing at as situation like that lmao,,,,,,,,,,,,,
The fact that she called him bro😂,,,,,,,,,,,,,
She's a keeper . Don't ever broke her heart bro,,,,,,,,,,,,,
She was so kind....when I asked my GF she said it's your car why would I pay for it,,,,,,,,,,,,,
That $9 will actually get u like 50miles with regular gas in a sedan👌🏾,,,,,,,,,,,,,
"I was dying when she was like ""bro how far is 9 dollars gonna take us 😅? Down the street 🤣? She is soo cute and funny and the fact she wasn't greedy and selfish to use that 9 dollars to buy smth from the gas station store",,,,,,,,,,,,,
She didn't hesitate to give money. He was honest and was just laughing sbout it. She gave up her lunch money. She's definitely a keeper❤,,,,,,,,,,,,,
"I'm genuinely happy to see their journey, struggling to fill up a normal car for 50 dollars, and now they both own a McLaren, happy for them",,,,,,,,,,,,,
"""How far is $9 gonna take us down the street "" she so cute and funny",,,,,,,,,,,,,
"Let’s assume it’s a midsized car with an average MPG of 30mpg, and  $3.60/gal they would be able to purchase 2.5gal. ~75 miles. I hope they don’t live in the middle of nowhere.",,,,,,,,,,,,,
"She's a keeper she didn't laugh about how
 he had she laughed about how much she had ❤😂",,,,,,,,,,,,,
"She's a keeper. Giving her money isn't the reason, it's because she was down to give her lunch money away, didn't give him crap, and laughed about it WITH him and not at him.",,,,,,,,,,,,,
Dude got all the straight guys simping for him😭💀💀,0,0,0,0,0,1,0,0,0,0,0,0,0
As covid 19 I can confirm he is fine AF,1,0,0,0,0,1,0,0,0,0,0,0,0
"As an unstable element, this man is fine af",0,0,0,0,0,1,0,0,0,0,0,0,0
Man's the definition of handsome,1,0,0,0,1,1,0,0,0,0,0,0,0
"As a squirrel, he looks just fine.",0,0,0,0,1,0,0,0,0,0,0,0,0
As a facial hair that man is fine af,,,,,,,,,,,,,
"""who you going out with?"" ""whoever come, I don't know"" 😂🤣",,,,,,,,,,,,,
My wife legit ask me where I am going when I stand up to use the bathroom ☠,,,,,,,,,,,,,
"""What time u comin back?""
""WHAT EVER TIME WE DONE WHAT THE F*CK IS GOIN ON?"" 
😭😂🤦‍♀️💀🤣",,,,,,,,,,,,,
"Boys thought process is accurate. We text once asking if we going out, we confirm and we meet up. That's the whole thought process.",,,,,,,,,,,,,
The “who’s going” “idk whoever comes” part is sooo accurate 😂,,,,,,,,,,,,,
"“we probably gettin fucked up tonight”
“do you” 🤣",,,,,,,,,,,,,
"“I’ll be sleep either way, it’s fine” 😂😂😂🤣🤣😭",,,,,,,,,,,,,
No way am I acting that chill if my wife going out without me dressed like that 😂,,,,,,,,,,,,,
"“Who goin wit you?”
“Whoever come i guess!”
deadass the realest part. I never know whos pulling up until we there",,,,,,,,,,,,,
He is exactly like how my brother is when he’s “going out”😂😂😂😂,,,,,,,,,,,,,
“I don’t know what time we coming back””I’ll be sleep either way that’s fine”😂,,,,,,,,,,,,,
"“We prolly getting f*cked up tonight!”
“Do You!”

Lmao",0,1,1,1,0,0,0,0,0,0,0,0,0
"Yup that’s the thought process. We don’t know when, where, what, why or who we just meet up with",,,,,,,,,,,,,
"It’s actually hella accurate , my friends text today 4 am and confirm that we going and 2 pm we are all together",,,,,,,,,,,,,
Love the fact the guy doesn’t change outfit for staying home and going out  very accurate indeed.,,,,,,,,,,,,,
"I can't even stand up just to stretch out or use the restroom without hearing ""Bae where you going?"" lol",,,,,,,,,,,,,
"Where you going ""I don't even know"" 😂😂😂",,,,,,,,,,,,,
"""Y'all gonna eat? I hope so cuz I'm hungry, I haven't eaten."" lmao",,,,,,,,,,,,,
The facial expressions 💀💀💀,,,,,,,,,,,,,
“I hope so” is the most me and the homies answer to food I’ve ever heard.,,,,,,,,,,,,,
So true. Lol. My brother will leave out the house having no clue what’ll happen and just come back in the morning so carefree 😂😂,,,,,,,,,,,,,
Brother is unbothered but when you steppin' out sis! Em boys are gonna pull up to your house 😂😂😂,,,,,,,,,,,,,
"""don't know what time we coming back"" 
""imma be sleep either way"" 🤣",,,,,,,,,,,,,
Your dedication and hard work are paying off.,,,,,,,,,,,,,
THAT MEN VOICE TOOK THE SHIT OUTTA ME-,,,,,,,,,,,,,
Your dedication and hard work are paying off.,,,,,,,,,,,,,
“Whoever shows up” is so accurate,,,,,,,,,,,,,
true 1000% That's why you have to have a real woman with morals and dignity.,,,,,,,,,,,,,
Dudes sense of humour,,,,,,,,,,,,,
"Pretty accurate. Me and the boys never know what we doing , where we going or who's even comming",,,,,,,,,,,,,
They are too cute together 😂,,,,,,,,,,,,,
"Women: ""EVERY DETAIL IS IMPORTANT!!!""
Men: ""you leaving? Cool, more free time"" most peaceful nap ever to take place",,,,,,,,,,,,,
“Do you” 😂😂😂. I love the different views on this the girls pov is accurate 😂😂,,,,,,,,,,,,,
Man is this so true.,,,,,,,,,,,,,
Not only is the dialogue accurate but the wardrobe choices are accurate as well.,,,,,,,,,,,,,
"The boy did not care, but the girl did 😂😂😂😂😂😂😂😂😂😂",,,,,,,,,,,,,
She is GORGEOUS!!! ❤,0,0,0,0,1,0,0,1,0,0,0,0,0
I’m glad there’s enough trust in my relationship that no one feels the need to interrogate or feels slighted when there’s no interrogations,,,,,,,,,,,,,
"the ""do you"" had me dying",,,,,,,,,,,,,
"I dont know what time we come we coming back, I'll be asleep either way 😂😂😂😂😂😂",,,,,,,,,,,,,
"My answer to ""wtf is going on here"" is: ""I'm trying to figure out what's open when you're on your way back so you can bring me some food too."" 🤣",,,,,,,,,,,,,
Brody got the perfect answers to every question exactly how i wuldve answerd tbh😂😂😂😂😂,,,,,,,,,,,,,
"Whatever time we done, what tha fk is going on here???!!😂😂",,,,,,,,,,,,,
"My girl always makes plans weeks ahead with her girls, and it never happens. Always 3 to 4 days late. Me on the other hand, would just call them bros and meet up at a local bar, next thing we know we're drinking on a beach at 11pm and coming home 5am with sand inside our pockets 😂",,,,,,,,,,,,,
Bro got interrogated before he could leave the house.,,,,,,,,,,,,,
He's lucky it wasn't john wick,,,,,,,,,,,,,
"This breaks my heart knowing that there are dogs out in the world like this.
People, help out animals, help out people",,,,,,,,,,,,,
"I absolutely love this actor in ""Reacher"" great show!!
Loved that punch in the face!
 😂 Nice shot 😅",,,,,,,,,,,,,
"Heroes and dogs, the best couple to be friends of!",,,,,,,,,,,,,
Thank You for helping this Little angel! 👍🤗😘🐈♥️🙏,1,0,0,0,1,0,0,0,0,0,0,0,0
You go Reacher need more men like you in the world,,,,,,,,,,,,,
“STAY OFF MY PROPERTY” -Famous last words,,,,,,,,,,,,,
Why i watch this hundred times and still satisfied me,,,,,,,,,,,,,
"Moral of the story:
Don't buy a dog if you cant take care of it like a family",,,,,,,,,,,,,
"I love Reacher, honestly an amazing show",,,,,,,,,,,,,
"I was totally expecting the climax because my best friend once told me I love you and I was panic of everything is okay, later I got to know that he was drunken",,,,,,,,,,,,,
A friend of my husband call him and literally say I Love U to him whenever he drinks,,,,,,,,,,,,,
This was epic. You say love you to your friends only when you are drunk.,,,,,,,,,,,,,
The way he laughed in the end 😂... Aise dost sabko mile yaar.. Loads of love and respect from Australia (India within) 😊,,,,,,,,,,,,,
"Forget the plane, just look at the quality landing! Give them modern fighters, these pilots will smoke others!",,,,,,,,,,,,,
Lots of love from bharat 🇮🇳 to our bangladeshi bandhu jan ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
Proud of Bangladesh 🇧🇩 from Somalia 🇸🇴,,,,,,,,,,,,,
Free sindh from pakistan help us please 🇧🇩🇮🇳🇮🇳,,,,,,,,,,,,,
We are friends for forever 🇮🇳🇧🇩🇨🇳🇷🇺❤❤❤,0,0,0,0,0,0,0,1,0,0,0,0,0
Need An Upgrade 🛠️ On Air Force 🛬,,,,,,,,,,,,,
Lot's of Love and respect from India ❤🇮🇳,0,0,0,0,0,0,0,1,0,0,0,0,0
MashaAllah 🌙... Love from India 🇮🇳,,,,,,,,,,,,,
"Long live Bangladesh love from Balochistan, we want freedom from Pakistan as you got in 1971, help us please ❤",0,0,0,0,0,0,0,1,0,0,0,0,0
Butter smooth landing and nice capture!,,,,,,,,,,,,,
"Love from India, Bangladesh has recently developed fast but we will also do that. All the best ❤️",0,0,0,0,0,0,0,1,0,0,0,0,0
Definitely believe and praying ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
I strongly accept this amen thank you father God amen,,,,,,,,,,,,,
I accept the positive reading I claim it,,,,,,,,,,,,,
